"YEAR" "HAUL_NUMBER" "GENUS" "SPECIES" "SEX" "WEIGHT_OF_THE_FRACTION" "WEIGHT_OF_THE_SAMPLE_MEASURED" "SumSexTotal" "raising"
"30884" 2017 152 "HELI" "DAC" "I" 1400 1400 9 9
"30885" 2011 173 "HELI" "DAC" "I" 1400 1400 2 2
"30886" 2013 109 "ENGR" "ENC" "I" 1400 1400 605 605
"30887" 2013 163 "ENGR" "ENC" "I" 1400 1400 182 182
"30888" 2007 17 "TRIG" "LUC" "I" 1400 1400 98 98
"30889" 2014 171 "TRAC" "MED" "I" 1400 1400 61 61
"30890" 2007 32 "GALU" "MEL" "I" 1400 1400 13 13
"30891" 2007 1 "MERL" "MER" "I" 1400 1400 6 6
"30892" 2018 1 "MERL" "MER" "I" 1400 1400 20 20
"30893" 2007 10 "MERL" "MER" "I" 1400 1400 50 50
"30894" 2014 23 "MERL" "MER" "I" 1400 1400 3 3
"30895" 2017 26 "MERL" "MER" "I" 1400 1400 8 8
"30896" 1996 30 "MERL" "MER" "I" 1400 1400 5 5
"30897" 2008 31 "MERL" "MER" "I" 1400 1400 92 92
"30898" 2011 101 "MERL" "MER" "I" 1400 1400 2 2
"30899" 1999 135 "MERL" "MER" "I" 1400 1400 27 27
"30900" 2013 80 "SARD" "PIL" "I" 1400 1400 102 102
"30901" 1998 142 "MICM" "POU" "I" 1400 1400 1 1
"30902" 2014 4 "TRAC" "TRA" "I" 1400 1400 131 131
"30903" 2003 7 "TRAC" "TRA" "I" 1400 1400 140 140
"30904" 2008 7 "TRAC" "TRA" "I" 1400 1400 82 82
"30905" 2003 117 "TRAC" "TRA" "I" 1400 1400 384 384
"30906" 2011 135 "LOLI" "VUL" "I" 1400 1400 255 255
"30907" 2010 2 "MULL" "BAR" "M" 1400 1400 31 31
"30908" 1996 4 "MULL" "BAR" "M" 1400 1400 11 11
"30909" 2003 14 "MULL" "BAR" "M" 1400 1400 16 16
"30910" 2007 33 "PHYI" "BLE" "M" 1400 1400 2 2
"30911" 2001 34 "PHYI" "BLE" "M" 1400 1400 4 4
"30912" 2007 143 "PHYI" "BLE" "M" 1400 1400 6 6
"30913" 2011 174 "PHYI" "BLE" "M" 1400 1400 1 1
"30914" 2011 26 "LEPM" "BOS" "M" 1400 1400 11 11
"30915" 2009 145 "LEPM" "BOS" "M" 1400 1400 8 8
"30916" 2013 31 "SCYO" "CAN" "M" 1400 1400 7 7
"30917" 2018 146 "ELED" "CIR" "M" 1400 1400 5 5
"30918" 2007 24 "RAJA" "CLA" "M" 1400 1400 2 2
"30919" 2004 14 "ILLE" "COI" "M" 1400 1400 8 8
"30920" 2018 16 "ILLE" "COI" "M" 1400 1400 15 15
"30921" 2000 124 "ILLE" "COI" "M" 1400 1400 8 8
"30922" 2004 76 "ASPI" "CUC" "M" 1400 1400 24 24
"30923" 2007 137 "ASPI" "CUC" "M" 1400 1400 4 4
"30924" 2011 172 "ASPI" "CUC" "M" 1400 1400 13 13
"30925" 2011 176 "ASPI" "CUC" "M" 1400 1400 18 18
"30926" 1996 36 "HELI" "DAC" "M" 1400 1400 5 5
"30927" 2011 173 "HELI" "DAC" "M" 1400 1400 24 24
"30928" 2011 178 "HELI" "DAC" "M" 1400 1400 4 4
"30929" 2011 144 "ARIS" "FOL" "M" 1400 1400 20 20
"30930" 1996 17 "PAPE" "LON" "M" 1400 1400 114 114
"30931" 2011 2 "TRAC" "MED" "M" 1400 1400 6 6
"30932" 2007 1 "MERL" "MER" "M" 1400 1400 2 2
"30933" 2018 1 "MERL" "MER" "M" 1400 1400 7 7
"30934" 2007 10 "MERL" "MER" "M" 1400 1400 2 2
"30935" 1998 12 "MERL" "MER" "M" 1400 1400 10 10
"30936" 2014 23 "MERL" "MER" "M" 1400 1400 8 8
"30937" 2017 26 "MERL" "MER" "M" 1400 1400 4 4
"30938" 1996 30 "MERL" "MER" "M" 1400 1400 4 4
"30939" 2011 101 "MERL" "MER" "M" 1400 1400 4 4
"30940" 1999 126 "MERL" "MER" "M" 1400 1400 3 3
"30941" 1999 135 "MERL" "MER" "M" 1400 1400 10 10
"30942" 2010 144 "MERL" "MER" "M" 1400 1400 1 1
"30943" 2013 144 "CHIM" "MON" "M" 1400 1400 1 1
"30944" 2001 127 "ELED" "MOS" "M" 1400 1400 2 2
"30945" 2007 33 "NEPR" "NOR" "M" 1400 1400 6 6
"30946" 1998 142 "MICM" "POU" "M" 1400 1400 5 5
"30947" 2011 170 "ETMO" "SPI" "M" 1400 1400 14 14
"30948" 2011 135 "LOLI" "VUL" "M" 1400 1400 2 2
"30949" 1997 19 "ELED" "CIR" "F" 1403 1403 4 4
"30950" 1996 118 "MERL" "MER" "F" 1403 1403 6 6
"30951" 1997 19 "ELED" "CIR" "I" 1403 1403 5 5
"30952" 1996 118 "MERL" "MER" "I" 1403 1403 59 59
"30953" 1996 118 "MERL" "MER" "M" 1403 1403 4 4
"30954" 2008 103 "MERL" "MER" "F" 1404 1404 9 9
"30955" 2008 103 "MERL" "MER" "I" 1404 1404 9 9
"30956" 2008 103 "MERL" "MER" "M" 1404 1404 9 9
"30957" 2005 30 "NEPR" "NOR" "F" 1405 1405 12 12
"30958" 2005 30 "NEPR" "NOR" "M" 1405 1405 12 12
"30959" 1994 130 "ELED" "CIR" "F" 1406 1406 4 4
"30960" 1995 146 "LOPH" "BUD" "M" 1406 1406 1 1
"30961" 1999 91 "PHYI" "BLE" "F" 1408 1408 4 4
"30962" 2007 88 "MERL" "MER" "F" 1408 1408 19 19
"30963" 1999 91 "PHYI" "BLE" "I" 1408 1408 7 7
"30964" 2002 22 "ASPI" "CUC" "I" 1408 1408 48 48
"30965" 2007 88 "MERL" "MER" "I" 1408 1408 30 30
"30966" 2005 83 "ELED" "CIR" "M" 1408 1408 4 4
"30967" 2007 88 "MERL" "MER" "M" 1408 1408 9 9
"30968" 2016 144 "ARIT" "ANT" "F" 1410 1410 40 40
"30969" 2003 16 "MULL" "BAR" "F" 1410 1410 12 12
"30970" 2016 93 "LOPH" "BUD" "F" 1410 1410 1 1
"30971" 2014 176 "SCYO" "CAN" "F" 1410 1410 3 3
"30972" 2015 180 "ILLE" "COI" "F" 1410 1410 24 24
"30973" 2015 143 "GALU" "MEL" "F" 1410 1410 5 5
"30974" 2014 22 "MERL" "MER" "F" 1410 1410 1 1
"30975" 2012 88 "MERL" "MER" "F" 1410 1410 14 14
"30976" 2017 154 "MERL" "MER" "F" 1410 1410 19 19
"30977" 2018 168 "MERL" "MER" "F" 1410 1410 2 2
"30978" 2016 144 "ARIT" "ANT" "I" 1410 1410 1 1
"30979" 2012 151 "PHYI" "BLE" "I" 1410 1410 45 45
"30980" 2017 161 "PHYI" "BLE" "I" 1410 1410 20 20
"30981" 2015 77 "LEPM" "BOS" "I" 1410 1410 10 10
"30982" 1999 118 "TRIS" "CAP" "I" 1410 1410 100 100
"30983" 2015 180 "ILLE" "COI" "I" 1410 1410 36 36
"30984" 2014 22 "MERL" "MER" "I" 1410 1410 9 9
"30985" 2012 88 "MERL" "MER" "I" 1410 1410 22 22
"30986" 2017 154 "MERL" "MER" "I" 1410 1410 49 49
"30987" 2018 14 "SARD" "PIL" "I" 1410 1410 83 83
"30988" 2012 137 "TRAC" "TRA" "I" 1410 1410 360 360
"30989" 2016 144 "ARIT" "ANT" "M" 1410 1410 9 9
"30990" 2003 16 "MULL" "BAR" "M" 1410 1410 6 6
"30991" 2016 93 "LOPH" "BUD" "M" 1410 1410 1 1
"30992" 2014 176 "SCYO" "CAN" "M" 1410 1410 4 4
"30993" 2015 180 "ILLE" "COI" "M" 1410 1410 18 18
"30994" 2015 143 "GALU" "MEL" "M" 1410 1410 6 6
"30995" 2014 22 "MERL" "MER" "M" 1410 1410 12 12
"30996" 2012 88 "MERL" "MER" "M" 1410 1410 6 6
"30997" 2017 154 "MERL" "MER" "M" 1410 1410 9 9
"30998" 2001 103 "ELED" "CIR" "F" 1411 1411 5 5
"30999" 2001 103 "ELED" "CIR" "I" 1411 1411 4 4
"31000" 2001 103 "ELED" "CIR" "M" 1411 1411 2 2
"31001" 2011 173 "ASPI" "CUC" "F" 1415 1415 11 11
"31002" 2018 85 "PAPE" "LON" "F" 1415 1415 88 88
"31003" 1995 136 "MERL" "MER" "F" 1415 1415 12 12
"31004" 1995 136 "MERL" "MER" "I" 1415 1415 14 14
"31005" 2011 173 "ASPI" "CUC" "M" 1415 1415 8 8
"31006" 2018 85 "PAPE" "LON" "M" 1415 1415 12 12
"31007" 1995 136 "MERL" "MER" "M" 1415 1415 11 11
"31008" 1999 13 "MERL" "MER" "F" 1417 1417 8 8
"31009" 1999 13 "MERL" "MER" "I" 1417 1417 8 8
"31010" 1994 92 "MICM" "POU" "I" 1417 1417 68 68
"31011" 1999 13 "MERL" "MER" "M" 1417 1417 10 10
"31012" 1994 92 "MICM" "POU" "M" 1417 1417 2 2
"31013" 2014 139 "MULL" "BAR" "F" 1418 1418 13 13
"31014" 1995 126 "MERL" "MER" "F" 1418 1418 11 11
"31015" 1995 126 "MERL" "MER" "I" 1418 1418 57 57
"31016" 2014 139 "MULL" "BAR" "M" 1418 1418 14 14
"31017" 1995 126 "MERL" "MER" "M" 1418 1418 10 10
"31018" 2004 36 "PAGE" "BOG" "F" 1419 1419 6 6
"31019" 2004 36 "PAGE" "BOG" "M" 1419 1419 4 4
"31020" 2015 176 "SQUA" "BLA" "F" 1420 1420 1 1
"31021" 2014 170 "PAGE" "BOG" "F" 1420 1420 1 1
"31022" 2013 16 "LOPH" "BUD" "F" 1420 1420 1 1
"31023" 2014 161 "LOPH" "BUD" "F" 1420 1420 1 1
"31024" 2006 17 "SCYO" "CAN" "F" 1420 1420 1 1
"31025" 2009 150 "ELED" "CIR" "F" 1420 1420 1 1
"31026" 2018 146 "ILLE" "COI" "F" 1420 1420 5 5
"31027" 2013 16 "ZEUS" "FAB" "F" 1420 1420 1 1
"31028" 2015 33 "ARIS" "FOL" "F" 1420 1420 15 15
"31029" 1998 37 "PAPE" "LON" "F" 1420 1420 54 54
"31030" 2006 1 "MERL" "MER" "F" 1420 1420 13 13
"31031" 1998 9 "MERL" "MER" "F" 1420 1420 3 3
"31032" 2000 81 "MERL" "MER" "F" 1420 1420 4 4
"31033" 2009 103 "MERL" "MER" "F" 1420 1420 3 3
"31034" 2018 105 "MERL" "MER" "F" 1420 1420 11 11
"31035" 2012 158 "MERL" "MER" "F" 1420 1420 8 8
"31036" 2017 125 "BOOP" "BOO" "I" 1420 1420 35 35
"31037" 2018 146 "ILLE" "COI" "I" 1420 1420 25 25
"31038" 1998 9 "MERL" "MER" "I" 1420 1420 1 1
"31039" 2000 81 "MERL" "MER" "I" 1420 1420 30 30
"31040" 2009 103 "MERL" "MER" "I" 1420 1420 9 9
"31041" 2018 105 "MERL" "MER" "I" 1420 1420 8 8
"31042" 2012 158 "MERL" "MER" "I" 1420 1420 26 26
"31043" 2015 176 "SQUA" "BLA" "M" 1420 1420 1 1
"31044" 2014 170 "PAGE" "BOG" "M" 1420 1420 8 8
"31045" 2014 161 "LOPH" "BUD" "M" 1420 1420 2 2
"31046" 2006 17 "SCYO" "CAN" "M" 1420 1420 5 5
"31047" 2009 150 "ELED" "CIR" "M" 1420 1420 7 7
"31048" 2018 146 "ILLE" "COI" "M" 1420 1420 6 6
"31049" 2015 33 "ARIS" "FOL" "M" 1420 1420 47 47
"31050" 1998 37 "PAPE" "LON" "M" 1420 1420 73 73
"31051" 2006 1 "MERL" "MER" "M" 1420 1420 32 32
"31052" 1998 9 "MERL" "MER" "M" 1420 1420 16 16
"31053" 2000 81 "MERL" "MER" "M" 1420 1420 8 8
"31054" 2009 103 "MERL" "MER" "M" 1420 1420 12 12
"31055" 2018 105 "MERL" "MER" "M" 1420 1420 7 7
"31056" 2012 158 "MERL" "MER" "M" 1420 1420 4 4
"31057" 1994 88 "MERL" "MER" "F" 1422 1422 20 20
"31058" 1994 88 "MERL" "MER" "I" 1422 1422 2 2
"31059" 1994 88 "MERL" "MER" "M" 1422 1422 10 10
"31060" 2003 84 "MERL" "MER" "F" 1425 1425 2 2
"31061" 2010 31 "TRAC" "TRA" "F" 1425 1425 3 3
"31062" 2003 84 "MERL" "MER" "I" 1425 1425 6 6
"31063" 2003 84 "MERL" "MER" "M" 1425 1425 10 10
"31064" 2010 31 "TRAC" "TRA" "M" 1425 1425 5 5
"31065" 2013 121 "SARD" "PIL" "I" 11400 1425 923 7384
"31066" 1996 83 "ELED" "CIR" "F" 1426 1426 3 3
"31067" 1995 96 "HELI" "DAC" "F" 1426 1426 6 6
"31068" 1996 83 "ELED" "CIR" "I" 1426 1426 1 1
"31069" 1995 96 "HELI" "DAC" "M" 1426 1426 5 5
"31070" 2006 96 "PAPE" "LON" "F" 1428 1428 27 27
"31071" 2005 133 "LOPH" "PIS" "I" 1428 1428 9 9
"31072" 2006 96 "PAPE" "LON" "M" 1428 1428 126 126
"31073" 2005 133 "LOPH" "PIS" "M" 1428 1428 6 6
"31074" 2008 142 "MERL" "MER" "F" 1429 1429 4 4
"31075" 2008 142 "MERL" "MER" "I" 1429 1429 1 1
"31076" 2008 142 "MERL" "MER" "M" 1429 1429 1 1
"31077" 2016 157 "MULL" "BAR" "F" 1430 1430 6 6
"31078" 2013 166 "ILLE" "COI" "F" 1430 1430 4 4
"31079" 2017 152 "ARIS" "FOL" "F" 1430 1430 29 29
"31080" 2001 80 "ELED" "MOS" "F" 1430 1430 5 5
"31081" 2007 131 "ELED" "MOS" "F" 1430 1430 6 6
"31082" 2006 25 "NEPR" "NOR" "F" 1430 1430 17 17
"31083" 2009 8 "OCTO" "VUL" "F" 1430 1430 2 2
"31084" 2013 166 "ILLE" "COI" "I" 1430 1430 164 164
"31085" 2016 2 "TRAC" "MED" "I" 1430 1430 24 24
"31086" 2012 8 "SARD" "PIL" "I" 1430 1430 320 320
"31087" 2013 162 "TRAC" "TRA" "I" 1430 1430 112 112
"31088" 2016 157 "MULL" "BAR" "M" 1430 1430 27 27
"31089" 2013 166 "ILLE" "COI" "M" 1430 1430 3 3
"31090" 2017 152 "ARIS" "FOL" "M" 1430 1430 50 50
"31091" 2015 178 "CHIM" "MON" "M" 1430 1430 3 3
"31092" 2001 80 "ELED" "MOS" "M" 1430 1430 1 1
"31093" 2007 131 "ELED" "MOS" "M" 1430 1430 2 2
"31094" 2006 25 "NEPR" "NOR" "M" 1430 1430 6 6
"31095" 1999 36 "PHYI" "BLE" "F" 1431 1431 3 3
"31096" 1999 36 "PHYI" "BLE" "I" 1431 1431 31 31
"31097" 2007 81 "ILLE" "COI" "I" 1431 1431 126 126
"31098" 1995 92 "MERL" "MER" "I" 1431 1431 3 3
"31099" 1999 36 "PHYI" "BLE" "M" 1431 1431 2 2
"31100" 2007 81 "ILLE" "COI" "M" 1431 1431 10 10
"31101" 1995 92 "MERL" "MER" "M" 1431 1431 9 9
"31102" 1999 136 "MERL" "MER" "F" 1433 1433 5 5
"31103" 1999 136 "MERL" "MER" "I" 1433 1433 3 3
"31104" 1999 136 "MERL" "MER" "M" 1433 1433 5 5
"31105" 1997 141 "ELED" "CIR" "F" 1434 1434 2 2
"31106" 2001 90 "ILLE" "COI" "I" 1434 1434 118 118
"31107" 1997 141 "ELED" "CIR" "M" 1434 1434 3 3
"31108" 2011 176 "SCYO" "CAN" "F" 1435 1435 2 2
"31109" 2016 134 "PAPE" "LON" "F" 1435 1435 140 140
"31110" 1999 36 "MERL" "MER" "F" 1435 1435 2 2
"31111" 2006 107 "MERL" "MER" "F" 1435 1435 7 7
"31112" 2014 26 "NEPR" "NOR" "F" 1435 1435 16 16
"31113" 2016 134 "PAPE" "LON" "I" 1435 1435 18 18
"31114" 2006 107 "MERL" "MER" "I" 1435 1435 2 2
"31115" 2011 176 "SCYO" "CAN" "M" 1435 1435 4 4
"31116" 2016 134 "PAPE" "LON" "M" 1435 1435 211 211
"31117" 2006 107 "MERL" "MER" "M" 1435 1435 3 3
"31118" 2014 26 "NEPR" "NOR" "M" 1435 1435 22 22
"31119" 2008 111 "ELED" "CIR" "F" 1436 1436 3 3
"31120" 2005 124 "MERL" "MER" "F" 1436 1436 5 5
"31121" 2005 124 "MERL" "MER" "I" 1436 1436 39 39
"31122" 2008 98 "MICM" "POU" "I" 1436 1436 1 1
"31123" 2008 111 "ELED" "CIR" "M" 1436 1436 3 3
"31124" 2005 124 "MERL" "MER" "M" 1436 1436 5 5
"31125" 2008 98 "MICM" "POU" "M" 1436 1436 4 4
"31126" 1999 139 "ELED" "CIR" "F" 1437 1437 4 4
"31127" 1999 139 "ELED" "CIR" "I" 1437 1437 1 1
"31128" 1999 139 "ELED" "CIR" "M" 1437 1437 2 2
"31129" 2000 4 "MERL" "MER" "F" 1438 1438 6 6
"31130" 2001 136 "ELED" "MOS" "F" 1438 1438 3 3
"31131" 2000 4 "MERL" "MER" "I" 1438 1438 12 12
"31132" 2000 4 "MERL" "MER" "M" 1438 1438 22 22
"31133" 2001 136 "ELED" "MOS" "M" 1438 1438 3 3
"31134" 2018 125 "MULL" "BAR" "F" 1440 1440 2 2
"31135" 2016 158 "MULL" "BAR" "F" 1440 1440 9 9
"31136" 2010 8 "BOOP" "BOO" "F" 1440 1440 13 13
"31137" 2006 40 "LEPM" "BOS" "F" 1440 1440 4 4
"31138" 2018 17 "SCYO" "CAN" "F" 1440 1440 7 7
"31139" 2017 93 "ILLE" "COI" "F" 1440 1440 9 9
"31140" 2017 176 "ILLE" "COI" "F" 1440 1440 7 7
"31141" 2009 7 "ASPI" "CUC" "F" 1440 1440 32 32
"31142" 2013 156 "PAGE" "ERY" "F" 1440 1440 55 55
"31143" 2017 85 "PAPE" "LON" "F" 1440 1440 91 91
"31144" 2011 14 "MERL" "MER" "F" 1440 1440 4 4
"31145" 1999 118 "MERL" "MER" "F" 1440 1440 9 9
"31146" 2011 132 "MERL" "MER" "F" 1440 1440 7 7
"31147" 2010 142 "MERL" "MER" "F" 1440 1440 4 4
"31148" 2018 174 "MERL" "MER" "F" 1440 1440 2 2
"31149" 2016 158 "MULL" "BAR" "I" 1440 1440 5 5
"31150" 2010 8 "BOOP" "BOO" "I" 1440 1440 3 3
"31151" 2017 93 "ILLE" "COI" "I" 1440 1440 165 165
"31152" 2017 176 "ILLE" "COI" "I" 1440 1440 121 121
"31153" 2009 7 "ASPI" "CUC" "I" 1440 1440 7 7
"31154" 2013 161 "ASPI" "CUC" "I" 1440 1440 25 25
"31155" 2013 156 "PAGE" "ERY" "I" 1440 1440 8 8
"31156" 2017 85 "PAPE" "LON" "I" 1440 1440 5 5
"31157" 2011 14 "MERL" "MER" "I" 1440 1440 20 20
"31158" 1999 118 "MERL" "MER" "I" 1440 1440 23 23
"31159" 2011 132 "MERL" "MER" "I" 1440 1440 17 17
"31160" 2018 174 "MERL" "MER" "I" 1440 1440 27 27
"31161" 2013 138 "SARD" "PIL" "I" 1440 1440 80 80
"31162" 2014 177 "TRAC" "TRA" "I" 1440 1440 16 16
"31163" 2018 125 "MULL" "BAR" "M" 1440 1440 48 48
"31164" 2016 158 "MULL" "BAR" "M" 1440 1440 9 9
"31165" 2010 116 "PAGE" "BOG" "M" 1440 1440 12 12
"31166" 2010 8 "BOOP" "BOO" "M" 1440 1440 24 24
"31167" 2008 33 "LOPH" "BUD" "M" 1440 1440 3 3
"31168" 2018 17 "SCYO" "CAN" "M" 1440 1440 1 1
"31169" 2017 93 "ILLE" "COI" "M" 1440 1440 15 15
"31170" 2017 176 "ILLE" "COI" "M" 1440 1440 12 12
"31171" 2009 7 "ASPI" "CUC" "M" 1440 1440 28 28
"31172" 2013 156 "PAGE" "ERY" "M" 1440 1440 6 6
"31173" 2017 85 "PAPE" "LON" "M" 1440 1440 39 39
"31174" 2011 14 "MERL" "MER" "M" 1440 1440 13 13
"31175" 1999 118 "MERL" "MER" "M" 1440 1440 15 15
"31176" 2011 132 "MERL" "MER" "M" 1440 1440 8 8
"31177" 2010 142 "MERL" "MER" "M" 1440 1440 1 1
"31178" 2018 174 "MERL" "MER" "M" 1440 1440 5 5
"31179" 2008 174 "ILLE" "COI" "F" 2880 1440 8 16
"31180" 2008 174 "ILLE" "COI" "I" 2880 1440 4 8
"31181" 2008 174 "ILLE" "COI" "M" 2880 1440 3 6
"31182" 2001 140 "ELED" "CIR" "F" 1441 1441 3 3
"31183" 2001 140 "ELED" "CIR" "M" 1441 1441 4 4
"31184" 2000 101 "ELED" "MOS" "F" 1442 1442 3 3
"31185" 2000 101 "ELED" "MOS" "M" 1442 1442 5 5
"31186" 2002 103 "ELED" "CIR" "F" 1444 1444 3 3
"31187" 2002 103 "ELED" "CIR" "I" 1444 1444 9 9
"31188" 2008 84 "TRAC" "TRA" "I" 1444 1444 144 144
"31189" 2000 19 "SCYO" "CAN" "F" 1445 1445 4 4
"31190" 2017 88 "MERL" "MER" "F" 1445 1445 17 17
"31191" 2017 88 "MERL" "MER" "I" 1445 1445 20 20
"31192" 2000 19 "SCYO" "CAN" "M" 1445 1445 5 5
"31193" 2017 88 "MERL" "MER" "M" 1445 1445 20 20
"31194" 2000 77 "NEPR" "NOR" "F" 1446 1446 34 34
"31195" 2000 77 "NEPR" "NOR" "M" 1446 1446 27 27
"31196" 2004 142 "LEPM" "BOS" "F" 1447 1447 5 5
"31197" 2000 14 "MERL" "MER" "F" 1447 1447 8 8
"31198" 2004 142 "LEPM" "BOS" "I" 1447 1447 3 3
"31199" 2000 14 "MERL" "MER" "I" 1447 1447 19 19
"31200" 2004 142 "LEPM" "BOS" "M" 1447 1447 11 11
"31201" 2000 14 "MERL" "MER" "M" 1447 1447 11 11
"31202" 1999 40 "ARIS" "FOL" "F" 1449 1449 94 94
"31203" 1997 77 "PAPE" "LON" "F" 1449 1449 15 15
"31204" 1999 40 "ARIS" "FOL" "M" 1449 1449 25 25
"31205" 1997 77 "PAPE" "LON" "M" 1449 1449 78 78
"31206" 2014 78 "ARIT" "ANT" "F" 1450 1450 58 58
"31207" 2014 10 "MULL" "BAR" "F" 1450 1450 16 16
"31208" 2000 19 "MULL" "BAR" "F" 1450 1450 14 14
"31209" 2009 146 "MULL" "BAR" "F" 1450 1450 13 13
"31210" 2014 173 "MULL" "BAR" "F" 1450 1450 17 17
"31211" 2010 150 "PHYI" "BLE" "F" 1450 1450 2 2
"31212" 2010 171 "LOPH" "BUD" "F" 1450 1450 1 1
"31213" 2010 97 "ELED" "CIR" "F" 1450 1450 5 5
"31214" 2009 130 "ELED" "CIR" "F" 1450 1450 3 3
"31215" 2014 139 "ILLE" "COI" "F" 1450 1450 18 18
"31216" 2006 93 "ASPI" "CUC" "F" 1450 1450 7 7
"31217" 2000 24 "ZEUS" "FAB" "F" 1450 1450 2 2
"31218" 2012 32 "ARIS" "FOL" "F" 1450 1450 28 28
"31219" 1998 76 "MERL" "MER" "F" 1450 1450 13 13
"31220" 2012 85 "MERL" "MER" "F" 1450 1450 2 2
"31221" 2001 95 "MERL" "MER" "F" 1450 1450 4 4
"31222" 2017 126 "MERL" "MER" "F" 1450 1450 16 16
"31223" 2009 16 "RAJA" "MIR" "F" 1450 1450 3 3
"31224" 2016 85 "NEPR" "NOR" "F" 1450 1450 16 16
"31225" 2012 77 "PHYI" "BLE" "I" 1450 1450 50 50
"31226" 2010 150 "PHYI" "BLE" "I" 1450 1450 21 21
"31227" 2015 151 "PHYI" "BLE" "I" 1450 1450 61 61
"31228" 2012 175 "BOOP" "BOO" "I" 1450 1450 52 52
"31229" 2014 139 "ILLE" "COI" "I" 1450 1450 55 55
"31230" 2006 93 "ASPI" "CUC" "I" 1450 1450 19 19
"31231" 2014 161 "ASPI" "CUC" "I" 1450 1450 22 22
"31232" 2018 162 "ASPI" "CUC" "I" 1450 1450 47 47
"31233" 2018 176 "SPIC" "FLE" "I" 1450 1450 88 88
"31234" 2013 160 "TRAC" "MED" "I" 1450 1450 16 16
"31235" 2001 95 "MERL" "MER" "I" 1450 1450 22 22
"31236" 2017 126 "MERL" "MER" "I" 1450 1450 12 12
"31237" 2017 80 "SARD" "PIL" "I" 1450 1450 198 198
"31238" 2013 117 "SARD" "PIL" "I" 1450 1450 248 248
"31239" 2014 78 "ARIT" "ANT" "M" 1450 1450 11 11
"31240" 2014 10 "MULL" "BAR" "M" 1450 1450 45 45
"31241" 2000 19 "MULL" "BAR" "M" 1450 1450 10 10
"31242" 2009 146 "MULL" "BAR" "M" 1450 1450 17 17
"31243" 2014 173 "MULL" "BAR" "M" 1450 1450 5 5
"31244" 2010 150 "PHYI" "BLE" "M" 1450 1450 4 4
"31245" 2010 97 "ELED" "CIR" "M" 1450 1450 3 3
"31246" 2009 130 "ELED" "CIR" "M" 1450 1450 2 2
"31247" 2014 139 "ILLE" "COI" "M" 1450 1450 7 7
"31248" 2006 93 "ASPI" "CUC" "M" 1450 1450 4 4
"31249" 2012 32 "ARIS" "FOL" "M" 1450 1450 23 23
"31250" 2011 151 "GALU" "MEL" "M" 1450 1450 6 6
"31251" 1998 76 "MERL" "MER" "M" 1450 1450 12 12
"31252" 2012 85 "MERL" "MER" "M" 1450 1450 2 2
"31253" 2001 95 "MERL" "MER" "M" 1450 1450 2 2
"31254" 2017 126 "MERL" "MER" "M" 1450 1450 14 14
"31255" 2016 85 "NEPR" "NOR" "M" 1450 1450 30 30
"31256" 2017 135 "SARD" "PIL" "I" 2900 1450 301 602
"31257" 2007 108 "ILLE" "COI" "F" 1454 1454 10 10
"31258" 2007 108 "ILLE" "COI" "I" 1454 1454 12 12
"31259" 2007 108 "ILLE" "COI" "M" 1454 1454 18 18
"31260" 1994 82 "ELED" "CIR" "F" 1456 1456 2 2
"31261" 1994 82 "ELED" "CIR" "M" 1456 1456 1 1
"31262" 2005 38 "PHYI" "BLE" "F" 1458 1458 4 4
"31263" 2007 134 "SPIC" "SMA" "F" 1458 1458 18 18
"31264" 2005 38 "PHYI" "BLE" "I" 1458 1458 34 34
"31265" 2003 84 "ELED" "CIR" "I" 1458 1458 2 2
"31266" 2007 134 "SPIC" "SMA" "I" 1458 1458 108 108
"31267" 2005 38 "PHYI" "BLE" "M" 1458 1458 4 4
"31268" 2003 84 "ELED" "CIR" "M" 1458 1458 6 6
"31269" 2007 134 "SPIC" "SMA" "M" 1458 1458 6 6
"31270" 2005 138 "ILLE" "COI" "I" 1459 1459 109 109
"31271" 2005 138 "ILLE" "COI" "M" 1459 1459 3 3
"31272" 2016 176 "MULL" "BAR" "F" 1460 1460 18 18
"31273" 2013 179 "MULL" "BAR" "F" 1460 1460 15 15
"31274" 1998 3 "LOPH" "BUD" "F" 1460 1460 1 1
"31275" 2014 4 "SCYO" "CAN" "F" 1460 1460 8 8
"31276" 2009 14 "SCYO" "CAN" "F" 1460 1460 4 4
"31277" 2012 26 "SCYO" "CAN" "F" 1460 1460 15 15
"31278" 2010 166 "SCYO" "CAN" "F" 1460 1460 2 2
"31279" 2014 158 "ELED" "CIR" "F" 1460 1460 6 6
"31280" 2009 110 "ILLE" "COI" "F" 1460 1460 7 7
"31281" 2011 161 "HELI" "DAC" "F" 1460 1460 14 14
"31282" 2012 101 "PAGE" "ERY" "F" 1460 1460 28 28
"31283" 2017 171 "PAPE" "LON" "F" 1460 1460 310 310
"31284" 2011 146 "MERL" "MER" "F" 1460 1460 8 8
"31285" 2015 2 "ELED" "MOS" "F" 1460 1460 14 14
"31286" 2013 179 "MULL" "BAR" "I" 1460 1460 1 1
"31287" 2016 13 "BOOP" "BOO" "I" 1460 1460 53 53
"31288" 2018 16 "BOOP" "BOO" "I" 1460 1460 29 29
"31289" 2009 110 "ILLE" "COI" "I" 1460 1460 3 3
"31290" 2011 161 "HELI" "DAC" "I" 1460 1460 2 2
"31291" 2018 174 "HELI" "DAC" "I" 1460 1460 74 74
